,contract,TIN_of_supplier,TIN_of_purchaser,Price,Address_of_supplier,Address_of_purchaser
29,32110767521,274110679,7729101120,500000.0,Долгопрудный,Москва
30,32110807360,274110679,7729101120,73197432.0,Долгопрудный,Москва
31,32110856119,274110679,7729101120,1500000.0,Долгопрудный,Москва
32,32211077646,274110679,7729101120,1500000.0,Долгопрудный,Москва
33,32211084829,274110679,7729101120,52283880.0,Долгопрудный,Москва
34,32211099045,274110679,7729101120,500000.0,Долгопрудный,Москва
35,32211116245,274110679,7729101120,3115684.8,Долгопрудный,Москва
36,32211138808,274110679,7729101120,4305600.0,Долгопрудный,Москва
37,32211222635,274110679,7729101120,8654400.0,Долгопрудный,Москва
38,32109891464,275038496,261003447,870000.0,Уфа,Ишимбай
39,32109898811,275038496,268013204,187700.0,Уфа,Стерлитамак
40,32109903018,275038496,274135810,165000.0,Уфа,Уфа
41,32109949923,275038496,262003665,1860000.0,Уфа,Кумертау
42,32109961946,275038496,264004054,428600.0,Уфа,Нефтекамск
43,32109961949,275038496,264004054,1126300.0,Уфа,Нефтекамск
44,32110865176,275038496,7709125605,590000.0,Уфа,Разумовского
45,32110898901,275038496,266002905,86500000.0,Уфа,Салават
46,32110993581,275038496,228006828,2435400.0,Уфа,Караидель
47,32110997097,275038496,267002383,292300.0,Уфа,Сибай
48,32211021570,275038496,262003778,1602500.0,Уфа,Кумертау
49,32211030598,275038496,264004054,1146291.0,Уфа,Нефтекамск
50,32211034022,275038496,264004054,436109.0,Уфа,Нефтекамск
51,32211034917,275038496,274135810,175000.0,Уфа,Уфа
52,32211056630,275038496,261003447,857300.0,Уфа,Ишимбай
53,32008770822,276046524,7446040638,941060.65,Тюмень,Магнитогорска
54,32008785641,276046524,269001307,290000.0,Тюмень,Туймазы
55,32008794481,276046524,260011460,17340068.0,Тюмень,Семилетка
56,32008818779,276046524,212006396,199871.58,Тюмень,Бижбулякский
57,32009082765,276046524,7446040638,552200.88,Тюмень,Магнитогорска
58,32009091629,276046524,260001045,174710000.0,Тюмень,Дюртюли
59,32009505375,276046524,7446040638,586666.54,Тюмень,Магнитогорска
60,32009844005,276046524,228006828,9900000.0,Тюмень,Караидель
61,32109886492,276046524,262003665,2210600.0,Тюмень,Кумертау
62,32110043786,276046524,260001045,177003500.0,Тюмень,Дюртюли
63,32110898971,276046524,266002905,1547080.04,Тюмень,Салават
64,32110993508,276046524,228006828,14472000.0,Тюмень,Караидель
65,32110996470,276046524,260001045,200261362.89,Тюмень,Дюртюли
66,32211047003,276046524,256008506,359482.67,Тюмень,Белорецкий
67,32211120678,276046524,269001307,300000.0,Тюмень,Туймазы
68,32009732672,314002305,317741939,32998763.0,Мухоршибирский,Северо-Курильск-Курильск-Курильск
69,32009740080,314002305,317317342,16565406.0,Мухоршибирский,Тэк
70,32110960997,1106014140,1106024691,301797513.6,Усинск,Усинск
71,32009437716,1433000147,1435326056,477585960.0,Мирный,Якутск
72,32110980912,1434031363,2536038419,6000000.0,Хабаровск,Владивосток
73,32110981250,1434031363,2706015700,817100.0,Хабаровск,Амурск
74,32111002641,1434031363,2706028690,145177.56,Хабаровск,Амурск
75,32111011676,1434031363,2806002173,760401.0,Хабаровск,Прогресс
76,32111011829,1434031363,2801061584,2089040.0,Хабаровск,Благовещенска
77,32211041199,1434031363,2536038419,873195.93,Хабаровск,Владивосток
78,32211077005,1434031363,2801093586,180000.0,Хабаровск,Благовещенск
79,32211113654,1434031363,2721145239,749046.0,Хабаровск,Хабаровск
80,32211173152,1434031363,9729030514,400000.0,Хабаровск,Москва
81,32211279404,1434031363,2721145239,1251383.85,Хабаровск,Хабаровск
82,32111010570,1435028701,1435142972,240828.0,Якутск,Якутск
83,32211157410,1435028701,1435147603,53301160.0,Якутск,Якутск
84,32211185722,1435028701,1435167374,565000.0,Якутск,Якутск
85,32211247829,1435028701,1435142972,568181.76,Якутск,Якутск
86,32211247991,1435028701,1435142972,220000.0,Якутск,Якутск
87,32211277642,1435028701,1435167374,2500000.0,Якутск,Якутск
88,32211311533,1435028701,1435167374,413298.43,Якутск,Якутск
89,32211383104,1435028701,1435048232,2250000.0,Якутск,Якутск
90,32211441835,1435028701,1435146293,171300.0,Якутск,Якутск
91,32211460109,1435028701,1435142972,302294.4,Якутск,Якутск
92,32211538279,1435028701,1435146293,665148.0,Якутск,Якутск
93,32211539135,1435028701,1435142972,3720000.0,Якутск,Якутск
94,32211635142,1435028701,1435142972,210000.0,Якутск,Якутск
95,32211869360,1435028701,1435146293,910000.0,Якутск,Якутск
96,32211874374,1435028701,1435176330,389709.0,Якутск,Якутск
97,32008885923,1435152770,1435326056,430927656.74,Якутск,Якутск
98,32009449604,1435152770,1435326056,355140268.8,Якутск,Якутск
99,32009570879,1515919573,7810056734,3656340.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
100,32009673895,1515919573,7810056734,3785940.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
101,32009729955,1515919573,7810056734,3656340.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
102,32110739988,1515919573,7810056734,4944996.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
103,32110832252,1515919573,7810056734,2987064.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
104,32110983428,1515919573,7810056734,2245464.0,Санкт-Петербург-Петербург-Петербург,Санкт-Петербург-Петербург-Петербург
105,32009623697,1600000036,1655018025,411357.6,Казань,Казань
106,32009178231,1644003838,1651057954,5000000.0,Шашина,Нижнекамск
107,32009502647,1644040195,1656019286,489770.0,Альметьевский,Казань
108,32009837119,1644040195,2124009874,180000.0,Альметьевский,Новочебоксарск
109,32009858904,1644040195,1215127217,500000.0,Альметьевский,Йошкар
110,32009863956,1644040195,6330280371,1677415.0,Альметьевский,Чапаевск
111,32109902763,1644040195,2128012902,399900.0,Альметьевский,Чебоксары
112,32110004735,1644040195,1826000260,2400000.0,Альметьевский,Ижевск
113,32110079135,1644040195,4211023156,0.0,Альметьевский,Киселевск
114,32110090468,1644040195,4345086060,699000.0,Альметьевский,Киров
115,32110124542,1644040195,1215055717,500000.0,Альметьевский,Йошкар
116,32110242745,1644040195,1656019286,490000.0,Альметьевский,Казань
117,32110353065,1644040195,2112000281,690200.0,Альметьевский,Моргаушский
118,32110427383,1644040195,1681000024,42661003.58,Альметьевский,Казань
119,32110828491,1644040195,4345086060,699000.0,Альметьевский,Киров
120,32110975219,1644040195,4214041820,623579.0,Альметьевский,Междуреченск
121,32110982221,1644040195,1656019286,495610.0,Альметьевский,Казань
122,32211306202,1644040195,4345086060,699000.0,Альметьевский,Киров
123,32211339521,1644040195,4211023156,1687000.0,Альметьевский,Киселевск
124,32211527394,1644040195,1645016886,2312500.0,Альметьевский,Бугульма
125,32211764625,1644040195,4345086060,699000.0,Альметьевский,Киров
126,32009450452,1650032058,2502052817,148733892.0,Набережные Челны Челны Челны,Вольно
127,32110435195,1650032058,6900000364,21300000.0,Набережные Челны Челны Челны,Тверь
128,32009568290,1650131524,1656019286,111646.0,Набережные Челны Челны Челны,Казань
129,32009686359,1650131524,5610042071,2185000.0,Набережные Челны Челны Челны,Оренбург
130,32009765916,1650131524,229008867,1225900.0,Набережные Челны Челны Челны,Кармаскалинский
131,32110319284,1650131524,1215154154,2794900.0,Набережные Челны Челны Челны,Йошкар
132,32110744602,1650131524,245953498,1207900.0,Набережные Челны Челны Челны,Уфимский
133,32211210058,1650131524,1656019286,132636.0,Набережные Челны Челны Челны,Казань
134,32211847768,1651024807,9103006160,236433.6,Нижнекамск,Ялта
135,32110342778,1655049111,1656019286,124058.4,Казань,Казань
136,32009026615,1657036630,5260047352,253409.12,Казань,Нижний Новгород Новгород Новгород
137,32110054384,1657036630,1656019286,123489.0,Казань,Казань
138,32110072698,1657036630,5260047352,266079.57,Казань,Нижний Новгород Новгород Новгород
139,32110700498,1657036630,1656019286,3897837.05,Казань,Казань
140,32211092994,1657036630,1659074687,1600000.0,Казань,Казань
141,32008789433,1657082308,7729050901,1000000.0,Казань,Москва
142,32009822177,1657082308,1646031277,211592.64,Казань,Елабуга
143,32211093216,1657082308,1659074687,1600000.0,Казань,Казань
144,32211125783,1658008723,4705006785,15000000.0,Казань,Гатчинский
145,32211476354,1659031740,7606053324,6025348.5,Казань,Ярославль
146,32211596339,1659031740,7606053324,4277430.0,Казань,Ярославль
147,32008900814,1659091192,1660000344,2293.8,Пестречинский,Казань
148,32009436088,1659091192,1660000344,12562.13,Пестречинский,Казань
149,32211922573,1901067718,2466223493,30020000.0,Красноярск,Красноярск
150,32110345101,1903017342,6315376946,8474047.2,Черногорск,Тюмень
151,32211316479,1903017342,1106024691,14731500.0,Черногорск,Усинск
152,32009103539,2208000010,7720261827,8486400000.0,Новоалтайск,Салехард
153,32109931177,2208000010,7720261827,9405000000.0,Новоалтайск,Салехард
154,32008753572,2308070396,5074000646,411699.16,Краснодар,Подольск
155,32008763344,2308070396,2329015653,367201.63,Краснодар,Гулькевичский
156,32008783940,2308070396,2301060582,240000.0,Краснодар,Анапский
157,32008827642,2308070396,2315078029,6016879.46,Краснодар,Санкт-Петербург-Петербург-Петербург
158,32008848878,2308070396,2315078029,59489952.0,Краснодар,Санкт-Петербург-Петербург-Петербург
159,32009821432,2308070396,2321009390,83629564.08,Краснодар,Тихорецкий
160,32009821535,2308070396,2321009390,16548952.62,Краснодар,Тихорецкий
161,32009858189,2308070396,2372013613,704500.94,Краснодар,Армавир
162,32009865391,2308070396,5074000646,423179.4,Краснодар,Подольск
163,32109906446,2308070396,2372017417,195399.95,Краснодар,Армавир
164,32109936576,2308070396,2311008207,186505.63,Краснодар,Краснодар
165,32110643844,2308070396,5074000646,658896.11,Краснодар,Подольск
166,32110907504,2308070396,2311008207,165197.03,Краснодар,Краснодар
167,32211040152,2308070396,2368005874,1376662.51,Краснодар,Белореченский
168,32211056089,2308070396,2311008207,608168.03,Краснодар,Краснодар
169,32211091307,2308070396,5074000646,642179.23,Краснодар,Подольск
170,32211881980,2308070396,2372003090,121126.13,Краснодар,Плохова
171,32008878038,2308091759,2343015479,825000.0,Краснодар,Новокубанский
172,32008944291,2308091759,7708639622,3000000.0,Краснодар,Москва
173,32009048601,2308091759,2321009390,28455100.0,Краснодар,Тихорецкий
174,32009084717,2308091759,7729314745,1397901.5,Краснодар,Москва
175,32009179108,2308091759,7708044880,225000.0,Краснодар,Москва
176,32009338457,2308091759,7729314745,1182629.89,Краснодар,Москва
177,32009576992,2308091759,7729314745,2485060.64,Краснодар,Москва
178,32009646351,2308091759,7729314745,667469.27,Краснодар,Москва
179,32009803537,2308091759,2302038950,588900.0,Краснодар,Армавир
180,32009833411,2308091759,2302030774,371500.0,Краснодар,Армавир
181,32009836094,2308091759,2304059313,2775070.0,Краснодар,Геленджик
182,32009855002,2308091759,2302030750,513100.0,Краснодар,Армавир
183,32009855053,2308091759,2302041127,1258300.0,Краснодар,Армавир
184,32009861859,2308091759,2321009390,31522740.0,Краснодар,Тихорецкий
185,32009864601,2308091759,2302030460,595400.0,Краснодар,Армавир
186,32009867659,2308091759,2372005757,814900.0,Краснодар,Армавир
187,32009867881,2308091759,2302030478,247800.0,Краснодар,Армавир
188,32009867900,2308091759,2302029634,985400.0,Краснодар,Армавир
189,32009869567,2308091759,2302022205,1699900.0,Краснодар,Армавир
190,32009875512,2308091759,2372010732,520500.0,Краснодар,Армавир
191,32109878605,2308091759,6167110026,227200.0,Краснодар,Ростов
192,32109880393,2308091759,2343015479,825000.0,Краснодар,Новокубанский
193,32109903258,2308091759,7708639622,3000000.0,Краснодар,Москва
194,32109912857,2308091759,2372017417,1724000.0,Краснодар,Армавир
195,32109949267,2308091759,6167110026,241490.35,Краснодар,Ростов
196,32109949325,2308091759,6167110026,197197.58,Краснодар,Ростов
197,32109952538,2308091759,2302039833,0.0,Краснодар,Армавир
198,32109997344,2308091759,6167110026,124350.0,Краснодар,Ростов
199,32110433539,2308091759,2372027969,1808100.0,Краснодар,Армавир
200,32110894207,2308091759,2311008207,2000000.0,Краснодар,Краснодар
201,32110998643,2308091759,2302029779,138800.0,Краснодар,Армавир
202,32111001310,2308091759,2302030774,414400.0,Краснодар,Армавир
203,32111004334,2308091759,2304059313,2901404.65,Краснодар,Геленджик
204,32111007461,2308091759,2302039262,645500.0,Краснодар,Армавир
205,32111012299,2308091759,2302030478,244800.0,Краснодар,Армавир
206,32211020899,2308091759,2372010732,523000.0,Краснодар,Армавир
207,32211026742,2308091759,2302030460,625500.0,Краснодар,Армавир
208,32211030931,2308091759,2322008431,1181650.0,Краснодар,Туапсинский
209,32211030955,2308091759,2322008431,996650.0,Краснодар,Туапсинский
210,32211066461,2308091759,2322028170,419576.76,Краснодар,Туапсинский
211,32009859911,2308119595,5074000646,10000000.0,Краснодар,Подольск
212,32109877967,2308119595,7721022959,600000.0,Краснодар,Москва
213,32109879919,2308119595,6167110026,845250.0,Краснодар,Ростов
214,32109881140,2308119595,2311008207,2600000.0,Краснодар,Краснодар
215,32109942381,2308119595,2311008207,2506000.0,Краснодар,Краснодар
216,32109949391,2308119595,6167110026,165534.93,Краснодар,Ростов
217,32109973215,2308119595,7729314745,9885474.53,Краснодар,Москва
218,32110422729,2308119595,2320101019,165000.0,Краснодар,Сочи
219,32110914637,2308119595,2311008207,393500.0,Краснодар,Краснодар
220,32110914793,2308119595,2311008207,3105180.0,Краснодар,Краснодар
221,32110986182,2308119595,2320101019,199000.0,Краснодар,Сочи
222,32211019865,2308119595,2352033379,3900000.0,Краснодар,Темрюкский
223,32211022476,2308119595,2311008207,1000000.0,Краснодар,Краснодар
224,32211029365,2308119595,105020004,640000.0,Краснодар,Майкоп
225,32211036123,2308119595,2311008207,3000000.0,Краснодар,Краснодар
226,32211086752,2308119595,5074000646,10000000.0,Краснодар,Подольск
227,32211098341,2308119595,2311008207,8100000.0,Краснодар,Краснодар
228,32009036383,2309001660,105018196,450000.0,Краснодар,Майкоп
229,32009742749,2309001660,2334024928,159744.66,Краснодар,Краснодар
230,32211621281,2309001660,2334024928,247842.22,Краснодар,Краснодар
231,32009057737,2310031475,3664007986,19999989.3,Краснодар,Воронеж
232,32211040144,2328000083,2334024251,576000.0,Выселковский,Каневской
233,32211521124,2328000083,6148002480,277514.68,Выселковский,Табунщиково
234,32009534224,2434000335,2465030876,1299784.05,Северо-Курильск-Курильск-Курильск,Красноярск
235,32110889786,2434000335,2465030876,1356406.14,Северо-Курильск-Курильск-Курильск,Красноярск
236,32008755757,2460069527,1901037777,1367025.99,Красноярск,Абакан
237,32008772738,2460069527,1901066506,270000.0,Красноярск,Абакан
238,32008827623,2460069527,1901066506,130000.0,Красноярск,Абакан
239,32008842524,2460069527,2460069527,2545492.8,Красноярск,Красноярск
240,32009823779,2460069527,1901037777,1167032.91,Красноярск,Абакан
241,32009863271,2460069527,1901066506,130000.0,Красноярск,Абакан
242,32009863323,2460069527,1901066506,270000.0,Красноярск,Абакан
243,32109902845,2460069527,1901066506,950000.0,Красноярск,Абакан
244,32110109682,2460069527,2460069527,1060573.2,Красноярск,Красноярск
245,32110372833,2460069527,2460069527,2750880.0,Красноярск,Красноярск
246,32110548396,2460069527,1901037777,167204.06,Красноярск,Абакан
247,32110549463,2460069527,2460069527,629566.8,Красноярск,Красноярск
248,32110944627,2460069527,1901037777,1078003.01,Красноярск,Абакан
249,32211041659,2460069527,1901066506,200000.0,Красноярск,Абакан
250,32211079117,2460069527,1901066506,140000.0,Красноярск,Абакан
251,32211082455,2460069527,1901066506,1000000.0,Красноярск,Абакан
252,32211538362,2460069527,5406291470,0.0,Красноярск,Новосибирск
253,32110928452,2466132221,2466226303,7434731.0,Красноярск,Красноярск
254,32110996896,2466132221,2458008848,1400000.0,Красноярск,Сосновоборска
255,32211018438,2466132221,2466041366,6322274.63,Красноярск,Красноярск
256,32211019269,2466132221,2443015440,2006012.45,Красноярск,Ачинск
257,32211022099,2466132221,2454012963,395200.0,Красноярск,Лесосибирск
258,32211060028,2466132221,2443015698,621225.86,Красноярск,Ачинск
259,32211305290,2466132221,2465069288,2043068.47,Красноярск,Красноярск
260,32211333002,2466132221,2466041366,3018860.0,Красноярск,Красноярск
261,32211445886,2466132221,2466041366,3050000.0,Красноярск,Красноярск
262,32211654764,2466132221,2466041366,7000000.0,Красноярск,Красноярск
263,32211895348,2466132221,2466226303,8891094.6,Красноярск,Красноярск
264,32211911499,2466132221,2458008848,1500000.0,Красноярск,Сосновоборска
265,32110820813,2504000532,2536007594,500000.0,Владивосток,Владивосток
266,32110830781,2504000532,2540035227,8787934.0,Владивосток,Владивосток
267,32110843229,2504000532,2507012832,1230000.0,Владивосток,Лесозаводск
268,32110848157,2504000532,2507012825,1632645.0,Владивосток,Лесозаводск
269,32110939308,2504000532,2543039808,600000.0,Владивосток,Владивосток
270,32211356893,2504000532,2511008571,800000.0,Владивосток,Уссурийск
271,32211376024,2504000532,2540035227,9073225.33,Владивосток,Владивосток
272,32211415895,2504000532,2507012832,1269000.0,Владивосток,Лесозаводск
273,32211416239,2504000532,2507012825,1685295.0,Владивосток,Лесозаводск
274,32211485765,2504000532,2543039808,614000.0,Владивосток,Владивосток
275,32211821711,2504000532,2540035227,9045562.0,Владивосток,Владивосток
276,32211841935,2504000532,2507012832,1360500.0,Владивосток,Лесозаводск
277,32211841937,2504000532,2507012825,1810845.0,Владивосток,Лесозаводск
278,32211900024,2504000532,2511121619,15000000.0,Владивосток,Уссурийск
279,32211489477,2540167061,4909044860,395690.0,Владивосток,Магадан
280,32211553148,2540167061,7813045434,136432.0,Владивосток,Санкт-Петербург-Петербург-Петербург
281,32211578132,2540167061,2634012465,109998.0,Владивосток,Ставрополь
282,32211581999,2540167061,6449008944,955568.0,Владивосток,Энгельс
283,32211582285,2540167061,6449008944,955568.0,Владивосток,Энгельс
284,32211584638,2540167061,6449008944,477784.0,Владивосток,Энгельс
285,32211616546,2540167061,3414500067,82995.0,Владивосток,Котовский
286,32211666321,2540167061,2634012465,199992.0,Владивосток,Ставрополь
287,32211739973,2540167061,4205038066,139994.0,Владивосток,Кемерово
288,32211742536,2540167061,6166008781,246996.0,Владивосток,Ростова
289,32211744782,2540167061,9110086984,134985.0,Владивосток,Евпатория
290,32211771203,2540167061,4101156308,183245.0,Владивосток,Петропавловск
291,32211795424,2540167061,7203376844,110000.0,Владивосток,Тюмень
292,32211800640,2540167061,2721055803,409994.0,Владивосток,Тюмень
293,32211869395,2540167061,2539028264,186595.0,Владивосток,Владивосток
294,32211872849,2540167061,7203376844,224985.0,Владивосток,Тюмень
295,32211872860,2540167061,7203376844,231588.0,Владивосток,Тюмень
296,32211907725,2540167061,7203211507,109999.0,Владивосток,Тюмень
297,32008765880,2607018122,4708001129,283028646.48,Изобильненский,Киришский
298,32008783830,2607018122,6211006002,18432.0,Изобильненский,Пронский
299,32008794982,2607018122,6211006002,548055.73,Изобильненский,Пронский
300,32008795115,2607018122,6211006002,340107.6,Изобильненский,Пронский
301,32009854942,2607018122,4708001129,216427690.0,Изобильненский,Киришский
302,32109891066,2607018122,6211006002,568761.92,Изобильненский,Пронский
303,32109891117,2607018122,6211006002,352261.31,Изобильненский,Пронский
304,32109922980,2607018122,6211006002,5469.06,Изобильненский,Пронский
305,32211024194,2607018122,6211006002,363813.25,Изобильненский,Пронский
306,32211024227,2607018122,6211006002,589265.94,Изобильненский,Пронский
307,32211056634,2607018122,6211006002,4524.53,Изобильненский,Пронский
308,32211097143,2607018122,4708001129,311835926.5,Изобильненский,Киришский
309,32211887655,2632082033,2633001291,428415.12,Пятигорск,Ставрополь
310,32009228681,2635048440,7708639622,220000.0,Ставрополь,Москва
311,32009636998,2635048440,2635040105,1295749.78,Ставрополь,Ставрополь
312,32009799881,2635048440,2627013010,10299310.71,Ставрополь,Железново
313,32109891757,2635048440,2630033231,325249.3,Ставрополь,Минералов
314,32109957619,2635048440,2632017475,1199961.18,Ставрополь,Пятигорск
315,32110058682,2635048440,2629011321,161460.31,Ставрополь,Лермонтова
316,32110954785,2635048440,2627013010,10707125.26,Ставрополь,Железново
317,32110954853,2635048440,2627013010,925418.77,Ставрополь,Железново
318,32211023638,2635048440,2630033231,338122.4,Ставрополь,Минералов
319,32211024143,2635048440,2623002987,259255.72,Ставрополь,Шпаковский
320,32211301264,2635048440,2632017475,1247970.25,Ставрополь,Пятигорск
321,32009050317,2710001186,2721135110,53096843.89,Верхнебуреинский,Хабаровск
322,32009316944,2710001186,2721135110,248106036.19,Верхнебуреинский,Хабаровск
323,32009327807,2710001186,2721135110,62966670.51,Верхнебуреинский,Хабаровск
324,32009368195,2710001186,2721135110,445885.07,Верхнебуреинский,Хабаровск
325,32009368231,2710001186,2721135110,780320.08,Верхнебуреинский,Хабаровск
326,32009603583,2710001186,2721135110,148075602.54,Верхнебуреинский,Хабаровск
327,32110094985,2710001186,2721135110,60986755.7,Верхнебуреинский,Хабаровск
328,32110492568,2710001186,2721135110,287514749.09,Верхнебуреинский,Хабаровск
329,32110856621,2710001186,2721135110,213338013.16,Верхнебуреинский,Хабаровск
330,32110861261,2710001186,2721135110,31392326.19,Верхнебуреинский,Хабаровск
331,32211268621,2710001186,2721135110,53477635.88,Верхнебуреинский,Хабаровск
332,32211514816,2710001186,2721135110,357579378.36,Верхнебуреинский,Хабаровск
333,32211725620,2710001186,2721135110,8135454.64,Верхнебуреинский,Хабаровск
334,32211818003,2710001186,2721135110,15317020.0,Верхнебуреинский,Хабаровск
335,32008750562,2902059091,2902040044,356550.53,Северодвинск,Северодвинск
336,32008753152,2902059091,2902040213,271399.96,Северодвинск,Северодвинск
337,32008757081,2902059091,2902012819,109967.7,Северодвинск,Северодвинск
338,32008790719,2902059091,2902011967,1534458.6,Северодвинск,Северодвинск
339,32008975803,2902059091,7606053324,7418000.0,Северодвинск,Ярославль
340,32109955271,2902059091,2902011967,1559812.02,Северодвинск,Северодвинск
341,32110243567,2902059091,7606053324,7920000.0,Северодвинск,Ярославль
342,32110512129,2902059091,7606053324,1683631.45,Северодвинск,Ярославль
343,32211020693,2902059091,2902040132,617876.3,Северодвинск,Северодвинск
344,32211024371,2902059091,2902039881,642346.49,Северодвинск,Северодвинск
345,32211359828,2902059091,7606053324,7634070.0,Северодвинск,Ярославль
346,32110454430,2922008546,2901159720,34785600.0,Октябрьский,Архангельск
347,32008903452,3123050159,3128115184,1793195.0,Белгород,Старый
348,32008971296,3123050159,3123088748,168031660.0,Белгород,Яковлевский
349,32008971713,3123050159,3123088748,108553500.0,Белгород,Яковлевский
350,32109972984,3123050159,3123088748,172952060.0,Белгород,Яковлевский
351,32111005351,3123050159,3128135053,1294800.0,Белгород,Старый
352,32211142098,3128011788,3808069986,16819691.9,Старый,Иркутск
353,32009043198,3232035432,3234051310,308880.0,Брянск,Брянск
354,32109942037,3232035432,3234051310,372600.0,Брянск,Брянск
355,32211039906,3232035432,3234051310,408024.0,Брянск,Брянск
356,32211642379,3252005997,5074000646,1206792.0,Трубчевский,Подольск
357,32009559129,3305051742,7706031317,228200.0,Ковров,Москва
358,32110117008,3305051742,7706031317,499000.0,Ковров,Москва
359,32009080196,3321027747,2801029975,950400.0,Петушинский,Благовещенск
360,32009368198,3321027747,7453013642,158400.0,Петушинский,Челябинск
361,32009368244,3321027747,7453013642,158400.0,Петушинский,Челябинск
362,32009469999,3321027747,4205359863,265000.0,Петушинский,Кемерово
363,32211416943,3445045202,3445011740,138451.69,Волгоград,Волгоград
364,32211713871,3445045202,3409011575,389739.7,Волгоград,Калачевский
365,32211896150,3445045202,3436010556,269177.61,Волгоград,Камышин
366,32211896274,3445045202,3436010556,425367.87,Волгоград,Камышин
367,32110930504,3445071523,3435880821,313417.0,Волгоград,Волжский
368,32110997236,3445071523,3437014232,916166.6,Волгоград,Михайловка
369,32110997523,3445071523,3437014232,3021183.0,Волгоград,Михайловка
370,32211028093,3445071523,3406006190,180000.0,Волгоград,Еланский
371,32211048303,3445071523,3409011590,2772175.02,Волгоград,Калачевский
372,32211057164,3445071523,3409011575,1888726.27,Волгоград,Калачевский
373,32211075547,3445071523,3409011582,6380780.95,Волгоград,Калачевский
374,32211076433,3445071523,3437003456,120000.0,Волгоград,Михайловка
375,32211092902,3445071523,3445008673,2082800.0,Волгоград,Волгоград
376,32211142003,3445071523,3419004810,243000.0,Волгоград,Новоаннинский
377,32211151124,3445071523,3409011550,1145875.8,Волгоград,Калачевский
378,32211209607,3445071523,3409011550,2022142.58,Волгоград,Калачевский
379,32211245770,3445071523,3443901345,493920.0,Волгоград,Волгоград
380,32211361163,3445071523,3444061000,3321235.12,Волгоград,Волгоград
381,32211758833,3445071523,3437013366,150000.0,Волгоград,Михайловка
382,32211898000,3445071523,3406006190,100000.0,Волгоград,Еланский
383,32008808887,3448003962,3435098928,4757430.0,Волгоград,Волгоград
384,32008818805,3448003962,3013002956,2882000.0,Волгоград,Знаменск
385,32008846763,3448003962,1003000427,3211200.0,Волгоград,Кондопожский
386,32009288925,3448003962,2633001291,2351333.33,Волгоград,Ставрополь
387,32009739703,3448003962,6608001915,25002000.0,Волгоград,Екатеринбург
388,32109917206,3448003962,3013002956,2937120.0,Волгоград,Знаменск
389,32110011251,3448003962,3435098928,4803830.0,Волгоград,Волгоград
390,32110483249,3448003962,1003000427,1682640.0,Волгоград,Кондопожский
391,32110957876,3448003962,6608001915,27000000.0,Волгоград,Екатеринбург
392,32110981345,3448003962,2633001291,3114000.0,Волгоград,Ставрополь
393,32211044265,3448003962,3013002956,3040320.0,Волгоград,Знаменск
394,32211090738,3448003962,1003000427,2650320.0,Волгоград,Кондопожский
395,32211200136,3448003962,3435098928,4967680.0,Волгоград,Волгоград
